"id","dept","crsnum","termcode","section","section_id","units","grade","repeat_code","repeat_fl","credittype","enrolled_status","grade_option","course_level","course_title","primary_instructor"
A0000021,BILD,1,FA23,I00,250210,4.0,A,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000021,LIGN,8,FA23,H00,250211,4.0,B+,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000021,CSE,110,SP24,A00,250212,4.0,B-,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000021,MATH,18,FA23,I00,250213,4.0,A-,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000021,BILD,3,WI25,E00,250214,4.0,A,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000021,ECON,100A,WI25,H00,250215,4.0,B+,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000021,PSYC,172,WI25,J00,250216,4.0,A,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000021,CHEM,6A,FA23,C00,250217,4.0,C,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000021,ECON,3,WI25,A00,250218,4.0,A-,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000021,POLI,5,S124,B00,250219,4.0,B,,,AC,EN,L,LD,Introduction to Political Science,"Huntington, Samuel"
A0000022,MATH,142A,S124,G00,250220,4.0,C+,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000022,CSE,120,S124,I00,250221,4.0,B+,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000022,PSYC,60,S124,A00,250222,4.0,A-,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000022,COMM,10,S124,E00,250223,4.0,A-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000022,COGS,108,WI24,J00,250224,4.0,C,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000022,CSE,140L,WI24,H00,250225,2.0,P,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000022,PSYC,172,S224,H00,250226,4.0,C-,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000022,CHEM,6A,FA24,F00,250227,4.0,B,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000022,SOCI,1,WI24,I00,250228,4.0,B+,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000022,PHYS,4C,FA23,F00,250229,4.0,B+,,,AC,EN,L,LD,Physics - Mechanics,"Le, Hoang"
A0000023,MATH,20D,FA24,H00,250230,4.0,C-,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000023,VIS,60,WI25,H00,250231,4.0,A,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000023,PHYS,2A,S124,C00,250232,4.0,A,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000023,POLI,104A,FA24,C00,250233,4.0,B+,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000023,ECON,1,WI25,E00,250234,4.0,A,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000023,MATH,142A,SP25,G00,250235,4.0,B+,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000023,ECON,100A,S124,F00,250236,4.0,B-,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000023,CSE,15L,FA23,I00,250237,2.0,C,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000023,BILD,1,S224,F00,250238,4.0,B+,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000023,PSYC,101,S224,H00,250239,4.0,B-,,,AC,EN,L,UD,Research Methods in Psychology,"Wang, Yulia"
A0000024,SOCI,109,S124,C00,250240,4.0,B+,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000024,CSE,15L,FA23,G00,250241,2.0,A-,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000024,COGS,1,FA24,C00,250242,4.0,B,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000024,CSE,100,WI25,B00,250243,4.0,A,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000024,PHYS,2A,S124,G00,250244,4.0,B-,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000024,COGS,14A,FA24,D00,250245,4.0,B-,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000024,LIGN,101,SP25,J00,250246,4.0,B,,,AC,EN,L,UD,Phonology,"Prince, Alan"
A0000024,CHEM,6A,FA23,H00,250247,4.0,A,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000024,MATH,142A,WI25,H00,250248,4.0,B-,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000024,CSE,101,SP24,A00,250249,4.0,A-,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000025,PSYC,60,FA24,E00,250250,4.0,P,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000025,CHEM,6A,S124,G00,250251,4.0,A,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000025,LIGN,101,SP24,J00,250252,4.0,A-,,,AC,EN,L,UD,Phonology,"Prince, Alan"
A0000025,SOCI,109,WI25,A00,250253,4.0,C-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000025,MATH,18,WI24,H00,250254,4.0,D,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000025,CSE,100,S124,E00,250255,4.0,C,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000025,PSYC,1,S124,D00,250256,4.0,C+,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000025,BICD,100,WI24,F00,250257,4.0,B-,,,AC,EN,L,UD,Genetics,"Edwards, Katherine"
A0000025,HIST,4,S224,D00,250258,4.0,A-,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000025,CHEM,6B,S224,C00,250259,4.0,B-,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000026,COGS,14A,FA24,E00,250260,4.0,C,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000026,CSE,110,FA23,H00,250261,4.0,P,,,AC,EN,P,UD,Software Engineering,"Voelker, Geoffrey"
A0000026,COMM,101,SP24,E00,250262,4.0,P,,,AC,EN,P,UD,Communication Research Methods,"Rogers, Everett"
A0000026,COGS,108,FA24,F00,250263,4.0,C+,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000026,CSE,15L,WI24,H00,250264,2.0,C,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000026,CHEM,6B,WI24,C00,250265,4.0,P,,,AC,EN,P,LD,General Chemistry II,"Mertens, Laura"
A0000026,PSYC,1,S224,D00,250266,4.0,C+,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000026,MUS,5,SP25,G00,250267,4.0,C-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000026,HIST,4,S224,I00,250268,4.0,P,,,AC,EN,P,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000026,BIMM,100,SP25,G00,250269,4.0,B+,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000027,CSE,11,WI25,E00,250270,4.0,C,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000027,PHYS,2B,SP25,B00,250271,4.0,B-,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000027,SOCI,109,FA23,A00,250272,4.0,A,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000027,CSE,120,WI24,H00,250273,4.0,A-,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000027,PSYC,60,FA23,D00,250274,4.0,A,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000027,BIMM,100,SP25,C00,250275,4.0,C-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000027,LIGN,101,S224,F00,250276,4.0,B+,,,AC,EN,L,UD,Phonology,"Prince, Alan"
A0000027,COMM,10,SP25,I00,250277,4.0,B-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000027,HIST,4,WI24,C00,250278,4.0,B+,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000027,ECON,1,FA23,B00,250279,4.0,C-,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000028,PSYC,172,SP25,H00,250280,4.0,C,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000028,COGS,1,WI25,D00,250281,4.0,A,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000028,ECON,100A,FA23,J00,250282,4.0,B-,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000028,PHYS,4C,FA24,A00,250283,4.0,,,,AC,,L,LD,Physics - Mechanics,"Le, Hoang"
A0000028,CSE,15L,S224,D00,250284,2.0,C,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000028,VIS,60,SP25,J00,250285,4.0,P,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000028,BIMM,100,SP24,I00,250286,4.0,A-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000028,MATH,109,S124,D00,250287,4.0,A-,,,AC,EN,L,UD,Mathematical Reasoning,"Pach, János"
A0000028,PSYC,1,WI24,D00,250288,4.0,C,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000028,COGS,108,FA23,C00,250289,4.0,B+,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000028,CHIN,10AN,FA23,C00,250198,4.0,A-,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000029,HIST,101,WI24,F00,250290,4.0,B+,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000029,CSE,11,SP24,B00,250291,4.0,B,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000029,PHYS,4C,WI25,D00,250292,4.0,B+,,,AC,EN,L,LD,Physics - Mechanics,"Le, Hoang"
A0000029,CSE,140L,S224,A00,250293,2.0,P,,,AC,EN,P,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000029,CSE,140,FA23,I00,250294,4.0,C+,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000029,SOCI,109,SP24,A00,250295,4.0,A-,,,AC,EN,L,UD,Sociological Theory,"Wallerstein, Immanuel"
A0000029,PHYS,2B,WI24,H00,250296,4.0,A,,,AC,EN,L,LD,Physics - Electricity and Magnetism,"Devereaux, Thomas"
A0000029,MATH,20C,S124,G00,250297,4.0,C,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000029,CSE,120,FA23,H00,250298,4.0,B-,,,AC,EN,L,UD,Principles of Computer Operating Systems,"Culler, David"
A0000029,CSE,12,FA23,H00,250299,4.0,C+,,,AC,EN,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000030,CSE,100,S224,I00,250300,4.0,C-,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000030,CSE,101,FA24,D00,250301,4.0,C+,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000030,BILD,1,S124,D00,250302,4.0,B+,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000030,HIST,101,S224,H00,250303,4.0,B+,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000030,CSE,140L,SP24,B00,250304,2.0,B+,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000030,COMM,101,S224,F00,250305,4.0,A-,,,AC,EN,L,UD,Communication Research Methods,"Rogers, Everett"
A0000030,CSE,140,S124,F00,250306,4.0,B-,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000030,PHYS,4C,WI25,H00,250307,4.0,P,,,AC,EN,P,LD,Physics - Mechanics,"Le, Hoang"
A0000030,COGS,1,FA23,B00,250308,4.0,A,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000030,COGS,14A,FA24,B00,250309,4.0,A,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000031,LTEN,21,FA24,C00,250310,4.0,B,,,AC,EN,L,LD,Introduction to Literature,"Said, Edward"
A0000031,COMM,101,S124,D00,250311,4.0,B-,,,AC,EN,L,UD,Communication Research Methods,"Rogers, Everett"
A0000031,BIMM,100,WI25,F00,250312,4.0,C,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000031,CSE,140,SP25,F00,250313,4.0,C,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000031,POLI,5,S124,E00,250314,4.0,A,,,AC,EN,L,LD,Introduction to Political Science,"Huntington, Samuel"
A0000031,CSE,30,SP25,G00,250315,4.0,B,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000031,HIST,4,FA23,J00,250316,4.0,C,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000031,MUS,5,SP24,I00,250317,4.0,B-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000031,LIGN,8,SP24,E00,250318,4.0,A,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000031,BILD,3,FA23,E00,250319,4.0,A,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000032,VIS,60,FA23,J00,250320,4.0,P,,,AC,EN,P,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000032,COMM,10,FA24,A00,250321,4.0,A,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000032,CHEM,6B,SP25,J00,250322,4.0,A,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000032,BILD,3,FA23,B00,250323,4.0,A,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000032,BICD,100,S224,G00,250324,4.0,A-,,,AC,EN,L,UD,Genetics,"Edwards, Katherine"
A0000032,CSE,11,S124,H00,250325,4.0,B,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000032,MATH,20C,S124,D00,250326,4.0,B+,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000032,CSE,140L,WI24,B00,250327,2.0,C+,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000032,POLI,104A,SP24,B00,250328,4.0,B+,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000032,ECON,3,SP24,J00,250329,4.0,A-,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000033,PSYC,172,WI24,I00,250330,4.0,A-,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000033,SOCI,10,SP25,F00,250331,4.0,C,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000033,LIGN,8,WI25,A00,250332,4.0,A,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000033,CHEM,6B,WI25,H00,250333,4.0,B+,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000033,CSE,15L,SP24,F00,250334,2.0,P,,,AC,EN,P,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000033,MATH,142A,FA23,J00,250335,4.0,B,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000033,ECON,3,S124,G00,250336,4.0,B+,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000033,HIST,101,S124,G00,250337,4.0,A-,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000033,CSE,30,WI24,F00,250338,4.0,A,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000033,CSE,11,S224,J00,250339,4.0,A,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000034,PSYC,60,S224,C00,250340,4.0,B+,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000034,VIS,60,S124,C00,250341,4.0,A-,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000034,BIMM,100,SP24,C00,250342,4.0,A-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000034,CSE,101,SP24,B00,250343,4.0,B-,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000034,ECON,120A,SP24,H00,250344,4.0,A-,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000034,CSE,110,WI24,J00,250345,4.0,B,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000034,PHYS,2A,S224,H00,250346,4.0,C+,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000034,MUS,5,FA23,J00,250347,4.0,B-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000034,HIST,4,S224,J00,250348,4.0,B-,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000034,ECON,3,SP25,F00,250349,4.0,B+,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000035,CSE,140L,SP24,J00,250350,2.0,B+,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000035,PSYC,1,FA23,A00,250351,4.0,B,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000035,CSE,100,S124,J00,250352,4.0,B+,,,AC,EN,L,UD,Advanced Data Structures,"Pasquale, Frank"
A0000035,PSYC,101,FA23,F00,250353,4.0,B-,,,AC,EN,L,UD,Research Methods in Psychology,"Wang, Yulia"
A0000035,COMM,10,SP24,I00,250354,4.0,B-,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000035,COGS,14A,SP24,A00,250355,4.0,A,,,AC,EN,L,LD,"Cognitive Science: Learning, Memory, and Attention","Gershman, Samuel"
A0000035,CHEM,6B,FA24,F00,250356,4.0,B+,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000035,PHYS,4C,SP25,B00,250357,4.0,,,,AC,,L,LD,Physics - Mechanics,"Le, Hoang"
A0000035,HIST,4,FA23,C00,250358,4.0,B,,,AC,EN,L,LD,Western Civilization: Ancient to Early Modern,"Sommer, Doris"
A0000035,CSE,30,S224,H00,250359,4.0,A,,,AC,EN,L,LD,Computer Organization and Systems Programming,"Wang, Yiying"
A0000036,PSYC,1,WI25,J00,250360,4.0,P,,,AC,EN,P,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000036,SOCI,10,FA24,F00,250361,4.0,C-,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000036,COMM,10,FA23,C00,250362,4.0,A,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000036,COGS,1,FA24,E00,250363,4.0,P,,,AC,EN,P,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000036,MATH,18,SP24,G00,250364,4.0,P,,,AC,EN,P,LD,Linear Algebra,"Benade, Guillaume"
A0000036,BIMM,100,SP24,B00,250365,4.0,A,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000036,VIS,60,S224,G00,250366,4.0,A-,,,AC,EN,L,LD,Studio: Fundamentals of 2D Art,"Jones, Kelsey"
A0000036,CHEM,6A,S124,F00,250367,4.0,B-,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000036,ECON,1,SP24,I00,250368,4.0,C,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000036,ECON,100A,WI25,G00,250369,4.0,A,,,AC,EN,L,UD,Microeconomics A,"Fang, Hanming"
A0000037,SOCI,1,WI24,C00,250370,4.0,C+,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000037,BIMM,100,WI24,C00,250371,4.0,B-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000037,CSE,12,FA23,J00,250372,4.0,A,,,AC,EN,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000037,COMM,10,WI25,C00,250373,4.0,C,,,AC,EN,L,LD,Introduction to Communication,"Katz, Elihu"
A0000037,CHEM,6B,FA23,A00,250374,4.0,C+,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000037,MATH,20C,WI25,D00,250375,4.0,B+,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000037,MATH,109,WI25,J00,250376,4.0,P,,,AC,EN,P,UD,Mathematical Reasoning,"Pach, János"
A0000037,BILD,3,SP25,H00,250377,4.0,A-,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000037,PSYC,172,FA23,D00,250378,4.0,A-,,,AC,EN,L,UD,Psychology of Human Sexuality,"Dickenson, Janna Alene"
A0000037,MATH,20D,SP24,H00,250379,4.0,A-,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000038,MATH,20D,S124,B00,250380,4.0,B,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000038,BIMM,100,WI24,C00,250381,4.0,A-,,,AC,EN,L,UD,Molecular Biology,"Edwards, Katherine"
A0000038,LIGN,101,WI24,I00,250382,4.0,A-,,,AC,EN,L,UD,Phonology,"Prince, Alan"
A0000038,POLI,104A,S224,G00,250383,4.0,A,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000038,PSYC,1,WI25,D00,250384,4.0,A,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000038,PSYC,60,FA23,F00,250385,4.0,C,,,AC,EN,L,LD,Developmental Psychology,"Casey, Brian"
A0000038,CHEM,6A,S124,G00,250386,4.0,P,,,AC,EN,P,LD,General Chemistry I,"Mertens, Laura"
A0000038,ECON,1,SP24,I00,250387,4.0,A,,,AC,EN,L,LD,Principles of Microeconomics,"Do, Quang"
A0000038,SOCI,1,SP25,G00,250388,4.0,B+,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000038,SOCI,10,FA24,F00,250389,4.0,P,,,AC,EN,L,LD,Social Change in the Modern World,"Carter, Prudence"
A0000039,MATH,142A,SP24,J00,250390,4.0,B,,,AC,EN,L,UD,Introduction to Analysis I,"Sarnak, Peter"
A0000039,CSE,12,WI25,B00,250391,4.0,B,,,AC,EN,L,LD,Basic Data Structures and Object-Oriented Design,"Porter, George"
A0000039,BILD,1,FA24,D00,250392,4.0,C+,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000039,CSE,110,WI24,A00,250393,4.0,A-,,,AC,EN,L,UD,Software Engineering,"Voelker, Geoffrey"
A0000039,MUS,5,FA24,J00,250394,4.0,A-,,,AC,EN,L,LD,Music: History and Culture,"Miller, Dana"
A0000039,COGS,108,S124,B00,250395,4.0,B+,,,AC,EN,L,UD,Neural Computation,"Sejnowski, Terrence"
A0000039,BILD,3,FA23,H00,250396,4.0,C,,,AC,EN,L,LD,Organisms,"Day, Jonathan"
A0000039,CSE,140L,FA23,A00,250397,2.0,B-,,,AC,EN,L,UD,Digital Systems Laboratory,"Rosing, Tajana"
A0000039,CSE,140,SP24,J00,250398,4.0,B-,,,AC,EN,L,UD,Components and Design Techniques for Digital Systems,"Rosing, Tajana"
A0000039,CSE,15L,WI25,C00,250399,2.0,A-,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000040,CHEM,6A,S224,A00,250400,4.0,B+,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000040,ECON,120A,SP24,B00,250401,4.0,B+,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000040,CSE,11,SP25,B00,250402,4.0,B+,,,AC,EN,L,LD,Introduction to Programming,"Mirza, Diba"
A0000040,COGS,1,S224,F00,250403,4.0,C+,,,AC,EN,L,LD,Introduction to Cognitive Science,"Harnad, Stevan"
A0000040,BICD,100,WI25,F00,250404,4.0,A,,,AC,EN,L,UD,Genetics,"Edwards, Katherine"
A0000040,PHYS,2A,S224,C00,250405,4.0,B,,,AC,EN,L,LD,Physics - Mechanics,"Devereaux, Thomas"
A0000040,POLI,104A,FA23,H00,250406,4.0,C,,,AC,EN,L,UD,Political Economy,"Acemoglu, Daron"
A0000040,ECON,100A,WI25,H00,250407,4.0,,,,AC,,L,UD,Microeconomics A,"Fang, Hanming"
A0000040,MATH,20C,FA23,C00,250408,4.0,B-,,,AC,EN,L,LD,Calculus and Analytic Geometry for Science and Engineering,"Cogan, Rod"
A0000040,CSE,101,S124,H00,250409,4.0,A,,,AC,EN,L,UD,Design and Analysis of Algorithms,"Muller, Ralf"
A0000041,CSE,15L,SP25,G00,250410,2.0,B+,,,AC,EN,L,LD,Software Tools and Techniques Laboratory,"Ordóñez, Paulina"
A0000041,CHEM,6A,S224,G00,250411,4.0,C+,,,AC,EN,L,LD,General Chemistry I,"Mertens, Laura"
A0000041,MATH,20D,SP24,C00,250412,4.0,B+,,,AC,EN,L,LD,Introduction to Differential Equations,"Garnett, David"
A0000041,COMM,101,WI25,H00,250413,4.0,B,,,AC,EN,L,UD,Communication Research Methods,"Rogers, Everett"
A0000041,LTEN,21,WI24,I00,250414,4.0,B+,,,AC,EN,L,LD,Introduction to Literature,"Said, Edward"
A0000041,ENG,100D,SP24,B00,250415,4.0,A-,,,AC,EN,L,UD,Literature in English: Modern,"Nussbaum, Felicity"
A0000041,BILD,1,WI25,B00,250416,4.0,C+,,,AC,EN,L,LD,The Cell,"Day, Jonathan"
A0000041,CHEM,6B,WI25,C00,250417,4.0,B+,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000041,SOCI,1,SP24,F00,250418,4.0,B,,,AC,EN,L,LD,Introduction to Sociology,"Massey, Douglas"
A0000041,ECON,3,FA23,F00,250419,4.0,A,,,AC,EN,L,LD,Principles of Macroeconomics,"Do, Quang"
A0000042,LIGN,8,FA23,C00,250420,4.0,C,,,AC,EN,L,LD,Languages and Cultures of America,"Zepeda, Ofelia"
A0000042,CHEM,6A,WI25,C00,250421,4.0,P,,,AC,EN,P,LD,General Chemistry I,"Mertens, Laura"
A0000042,CHEM,6B,SP24,H00,250422,4.0,C,,,AC,EN,L,LD,General Chemistry II,"Mertens, Laura"
A0000042,PSYC,1,SP25,B00,250423,4.0,A,,,AC,EN,L,LD,Introduction to Psychology,"Gazzaniga, Michael"
A0000042,HIST,101,SP24,F00,250424,4.0,A-,,,AC,EN,L,UD,The United States Since 1877,"Ngai, Mae"
A0000042,ECON,120A,SP25,J00,250425,4.0,B+,,,AC,EN,L,UD,Econometrics A,"Santos, Felipe"
A0000042,MATH,18,SP25,C00,250426,4.0,A,,,AC,EN,L,LD,Linear Algebra,"Benade, Guillaume"
A0000042,ENG,100D,FA23,F00,250427,4.0,B-,,,AC,EN,L,UD,Literature in English: Modern,"Nussbaum, Felicity"
A0000042,BICD,100,FA24,B00,250428,4.0,B+,,,AC,EN,L,UD,Genetics,"Edwards, Katherine"
