"id","entityid","entityname","dept","crsnum","title","term","term_seq","units","grade","course_level","tranafct","approx_flag","approx_course_dept","approx_course_crsnum","term_received","attend_from","attend_to","approx_group_id","approx_group_type","refresh","download_shared_unique_key"
A0000060,EC001247,Santa Monica College,MUS,10,Music Appreciation,FA15,4670,0.75,B+,LD,,1,MUS,5,,,,0000,,2025-11-24,A0000060-EC001247-MUS-10-MUS-5
A0000060,EC001247,Santa Monica College,MATH,1A,Calculus I,SP14,4640,1,A,LD,,1,MATH,20A,,,,0000,,2025-11-24,A0000060-EC001247-MATH-1A-MATH-20A
A0000060,EC001247,Santa Monica College,CIS,18A,Intro Programming,FA11,4550,1,C-,LD,,1,CSE,11,,,,0000,,2025-11-24,A0000060-EC001247-CIS-18A-CSE-11
A0000061,EC004692,Santa Rosa Jr Coll,PSYC,1,Introductory Psychology,FA14,4650,1,C,LD,,1,PSYC,1,,,,0000,,2025-10-25,A0000061-EC004692-PSYC-1-PSYC-1
A0000061,EC004692,Santa Rosa Jr Coll,MATH,1B,Calculus II,S112,4580,1,B+,LD,,1,MATH,20B,,,,0000,,2025-10-25,A0000061-EC004692-MATH-1B-MATH-20B
A0000061,EC004692,Santa Rosa Jr Coll,PHIL,10,Introduction to Logic,SP12,4570,1,B,LD,,1,PHIL,10,,,,0000,,2025-10-25,A0000061-EC004692-PHIL-10-PHIL-10
A0000061,EC004692,Santa Rosa Jr Coll,CHEM,1A,General Chemistry I,WI12,4560,1,B+,LD,,1,CHEM,6A,,,,0000,,2025-10-25,A0000061-EC004692-CHEM-1A-CHEM-6A
A0000065,EC009902,Diablo Valley College,PHYS,4A,Physics: Mechanics,FA14,4650,1,B,LD,,1,PHYS,2A,,,,0000,,2025-12-29,A0000065-EC009902-PHYS-4A-PHYS-2A
A0000065,EC009902,Diablo Valley College,MATH,1A,Calculus I,FA11,4550,1,B-,LD,,1,MATH,20A,,,,0000,,2025-12-29,A0000065-EC009902-MATH-1A-MATH-20A
A0000065,EC009902,Diablo Valley College,CIS,18A,Intro Programming,S112,4580,1,B,LD,,1,CSE,11,,,,0000,,2025-12-29,A0000065-EC009902-CIS-18A-CSE-11
A0000065,EC009902,Diablo Valley College,PHYS,4B,Physics: E&M,SP13,4610,1,D,LD,,1,PHYS,2B,,,,0000,,2025-12-29,A0000065-EC009902-PHYS-4B-PHYS-2B
A0000065,EC009902,Diablo Valley College,COMM,1,Public Speaking,SP15,4660,0.75,B+,LD,,1,COMM,10,,,,0000,,2025-12-29,A0000065-EC009902-COMM-1-COMM-10
A0000067,EC005044,Mesa College,HIST,17A,US History to 1877,FA13,4620,1,C+,LD,,1,HIST,101,,,,0000,,2025-12-27,A0000067-EC005044-HIST-17A-HIST-101
A0000067,EC005044,Mesa College,ECON,2,Principles of Macroeconomics,FA14,4650,1,B+,LD,,1,ECON,3,,,,0000,,2025-12-27,A0000067-EC005044-ECON-2-ECON-3
A0000068,EC008115,Grossmont College,CIS,22B,Data Structures,S112,4580,1,B+,LD,,1,CSE,12,,,,0000,,2026-01-08,A0000068-EC008115-CIS-22B-CSE-12
A0000068,EC008115,Grossmont College,PHYS,4A,Physics: Mechanics,SP14,4640,1,C+,LD,,1,PHYS,2A,,,,0000,,2026-01-08,A0000068-EC008115-PHYS-4A-PHYS-2A
A0000068,EC008115,Grossmont College,DANC,40,Intro To Folk Dance,S112,4580,0.75,A-,LD,,0,,,,,,0000,,2026-01-08,A0000068-EC008115-DANC-40
A0000068,EC008115,Grossmont College,ART,2,Drawing I,FA13,4620,0.75,B+,LD,,1,VIS,60,,,,0000,,2026-01-08,A0000068-EC008115-ART-2-VIS-60
A0000068,EC008115,Grossmont College,ECON,1,Principles of Microeconomics,WI14,4630,1,B+,LD,,1,ECON,1,,,,0000,,2026-01-08,A0000068-EC008115-ECON-1-ECON-1
A0000069,EC006210,Foothill College,MATH,1A,Calculus I,WI14,4630,1,B-,LD,,1,MATH,20A,,,,0000,,2025-11-24,A0000069-EC006210-MATH-1A-MATH-20A
A0000069,EC006210,Foothill College,ENGL,1A,College Composition,WI13,4600,1,A,LD,,1,LTEN,21,,,,0000,,2025-11-24,A0000069-EC006210-ENGL-1A-LTEN-21
A0000069,EC006210,Foothill College,COMM,1,Public Speaking,SP13,4610,0.75,A,LD,,1,COMM,10,,,,0000,,2025-11-24,A0000069-EC006210-COMM-1-COMM-10
A0000070,EC003501,Palomar College,DANC,40,Intro To Folk Dance,S112,4580,0.75,B+,LD,,0,,,,,,0000,,2025-12-15,A0000070-EC003501-DANC-40
A0000071,EC009902,Diablo Valley College,PHYS,4B,Physics: E&M,S112,4580,1,P,LD,,1,PHYS,2B,,,,0000,,2025-11-22,A0000071-EC009902-PHYS-4B-PHYS-2B
A0000071,EC009902,Diablo Valley College,ECON,2,Principles of Macroeconomics,SP15,4660,1,A,LD,,1,ECON,3,,,,0000,,2025-11-22,A0000071-EC009902-ECON-2-ECON-3
A0000071,EC009902,Diablo Valley College,PHIL,10,Introduction to Logic,SP14,4640,1,C+,LD,,1,PHIL,10,,,,0000,,2025-11-22,A0000071-EC009902-PHIL-10-PHIL-10
A0000072,EC009902,Diablo Valley College,ECON,1,Principles of Microeconomics,SP14,4640,1,C,LD,,1,ECON,1,,,,0000,,2025-11-10,A0000072-EC009902-ECON-1-ECON-1
A0000072,EC009902,Diablo Valley College,PHIL,10,Introduction to Logic,WI13,4600,1,B+,LD,,1,PHIL,10,,,,0000,,2025-11-10,A0000072-EC009902-PHIL-10-PHIL-10
A0000072,EC009902,Diablo Valley College,SOC,1,Introduction to Sociology,WI12,4560,1,W,LD,,1,SOCI,1,,,,0000,,2025-11-10,A0000072-EC009902-SOC-1-SOCI-1
A0000073,EC004692,Santa Rosa Jr Coll,COMM,1,Public Speaking,FA15,4670,0.75,B-,LD,,1,COMM,10,,,,0000,,2025-11-08,A0000073-EC004692-COMM-1-COMM-10
A0000073,EC004692,Santa Rosa Jr Coll,ENGL,1A,College Composition,FA12,4550,1,P,LD,,1,LTEN,21,,,,0000,,2025-11-08,A0000073-EC004692-ENGL-1A-LTEN-21
A0000073,EC004692,Santa Rosa Jr Coll,MATH,2A,Linear Algebra,FA14,4650,1,A-,LD,,1,MATH,18,,,,0000,,2025-11-08,A0000073-EC004692-MATH-2A-MATH-18
A0000073,EC004692,Santa Rosa Jr Coll,PHIL,10,Introduction to Logic,SP12,4570,1,A,LD,,1,PHIL,10,,,,0000,,2025-11-08,A0000073-EC004692-PHIL-10-PHIL-10
A0000073,EC004692,Santa Rosa Jr Coll,ART,2,Drawing I,FA13,4620,0.75,A-,LD,,1,VIS,60,,,,0000,,2025-11-08,A0000073-EC004692-ART-2-VIS-60
A0000074,EC006210,Foothill College,COMM,1,Public Speaking,SP15,4660,0.75,B,LD,,1,COMM,10,,,,0000,,2025-11-14,A0000074-EC006210-COMM-1-COMM-10
A0000075,EC006210,Foothill College,MATH,1A,Calculus I,SP15,4660,1,C-,LD,,1,MATH,20A,,,,0000,,2025-12-01,A0000075-EC006210-MATH-1A-MATH-20A
A0000075,EC006210,Foothill College,SOC,1,Introduction to Sociology,SP15,4660,1,A,LD,,1,SOCI,1,,,,0000,,2025-12-01,A0000075-EC006210-SOC-1-SOCI-1
A0000075,EC006210,Foothill College,CHEM,1B,General Chemistry II,FA15,4670,1,C-,LD,,1,CHEM,6B,,,,0000,,2025-12-01,A0000075-EC006210-CHEM-1B-CHEM-6B
A0000075,EC006210,Foothill College,PHYS,4A,Physics: Mechanics,SP13,4610,1,A,LD,,1,PHYS,2A,,,,0000,,2025-12-01,A0000075-EC006210-PHYS-4A-PHYS-2A
A0000076,EC002118,De Anza College,ECON,2,Principles of Macroeconomics,WI13,4600,1,B,LD,,1,ECON,3,,,,0000,,2025-11-06,A0000076-EC002118-ECON-2-ECON-3
A0000076,EC002118,De Anza College,PSYC,1,Introductory Psychology,WI12,4560,1,C,LD,,1,PSYC,1,,,,0000,,2025-11-06,A0000076-EC002118-PSYC-1-PSYC-1
A0000077,EC005044,Mesa College,MATH,2A,Linear Algebra,SP12,4570,1,C,LD,,1,MATH,18,,,,0000,,2025-12-28,A0000077-EC005044-MATH-2A-MATH-18
A0000079,EC008115,Grossmont College,CIS,22B,Data Structures,FA13,4620,1,A,LD,,1,CSE,12,,,,0000,,2025-10-23,A0000079-EC008115-CIS-22B-CSE-12
A0000079,EC008115,Grossmont College,HIST,17A,US History to 1877,FA12,4550,1,B,LD,,1,HIST,101,,,,0000,,2025-10-23,A0000079-EC008115-HIST-17A-HIST-101
A0000079,EC008115,Grossmont College,MATH,2A,Linear Algebra,WI12,4560,1,B+,LD,,1,MATH,18,,,,0000,,2025-10-23,A0000079-EC008115-MATH-2A-MATH-18
A0000079,EC008115,Grossmont College,BIOL,10,General Biology,WI14,4630,1,A-,LD,,1,BILD,1,,,,0000,,2025-10-23,A0000079-EC008115-BIOL-10-BILD-1
A0000079,EC008115,Grossmont College,ECON,2,Principles of Macroeconomics,WI12,4560,1,B+,LD,,1,ECON,3,,,,0000,,2025-10-23,A0000079-EC008115-ECON-2-ECON-3
A0000081,EC006210,Foothill College,PHIL,10,Introduction to Logic,FA15,4670,1,P,LD,,1,PHIL,10,,,,0000,,2026-01-17,A0000081-EC006210-PHIL-10-PHIL-10
A0000082,EC008115,Grossmont College,ART,2,Drawing I,SP12,4570,0.75,B,LD,,1,VIS,60,,,,0000,,2025-10-26,A0000082-EC008115-ART-2-VIS-60
A0000082,EC008115,Grossmont College,MATH,1B,Calculus II,SP14,4640,1,C+,LD,,1,MATH,20B,,,,0000,,2025-10-26,A0000082-EC008115-MATH-1B-MATH-20B
A0000082,EC008115,Grossmont College,STAT,50,Intro Statistics,FA11,4550,1,B-,LD,,1,MATH,11,,,,0000,,2025-10-26,A0000082-EC008115-STAT-50-MATH-11
A0000083,EC007330,Orange Coast College,ENGL,1A,College Composition,WI13,4600,1,A-,LD,,1,LTEN,21,,,,0000,,2025-11-14,A0000083-EC007330-ENGL-1A-LTEN-21
A0000084,EC006210,Foothill College,MUS,10,Music Appreciation,S112,4580,0.75,B,LD,,1,MUS,5,,,,0000,,2026-01-16,A0000084-EC006210-MUS-10-MUS-5
A0000084,EC006210,Foothill College,DANC,40,Intro To Folk Dance,WI14,4630,0.75,A,LD,,0,,,,,,0000,,2026-01-16,A0000084-EC006210-DANC-40
A0000084,EC006210,Foothill College,CHEM,1B,General Chemistry II,WI14,4630,1,C+,LD,,1,CHEM,6B,,,,0000,,2026-01-16,A0000084-EC006210-CHEM-1B-CHEM-6B
A0000084,EC006210,Foothill College,HIST,17A,US History to 1877,WI13,4600,1,B+,LD,,1,HIST,101,,,,0000,,2026-01-16,A0000084-EC006210-HIST-17A-HIST-101
A0000085,EC008115,Grossmont College,STAT,50,Intro Statistics,FA11,4550,1,A-,LD,,1,MATH,11,,,,0000,,2025-11-18,A0000085-EC008115-STAT-50-MATH-11
A0000085,EC008115,Grossmont College,ECON,2,Principles of Macroeconomics,WI13,4600,1,A,LD,,1,ECON,3,,,,0000,,2025-11-18,A0000085-EC008115-ECON-2-ECON-3
A0000085,EC008115,Grossmont College,CHEM,1B,General Chemistry II,SP15,4660,1,B-,LD,,1,CHEM,6B,,,,0000,,2025-11-18,A0000085-EC008115-CHEM-1B-CHEM-6B
A0000085,EC008115,Grossmont College,DANC,40,Intro To Folk Dance,S112,4580,0.75,B-,LD,,0,,,,,,0000,,2025-11-18,A0000085-EC008115-DANC-40
A0000085,EC008115,Grossmont College,PHYS,4A,Physics: Mechanics,FA13,4620,1,B,LD,,1,PHYS,2A,,,,0000,,2025-11-18,A0000085-EC008115-PHYS-4A-PHYS-2A
A0000086,EC006210,Foothill College,ECON,1,Principles of Microeconomics,SP15,4660,1,A-,LD,,1,ECON,1,,,,0000,,2025-12-18,A0000086-EC006210-ECON-1-ECON-1
A0000086,EC006210,Foothill College,PHYS,4A,Physics: Mechanics,FA13,4620,1,A,LD,,1,PHYS,2A,,,,0000,,2025-12-18,A0000086-EC006210-PHYS-4A-PHYS-2A
A0000087,EC006210,Foothill College,DANC,40,Intro To Folk Dance,FA14,4650,0.75,B,LD,,0,,,,,,0000,,2026-01-19,A0000087-EC006210-DANC-40
A0000089,EC003501,Palomar College,ENGL,1A,College Composition,FA11,4550,1,P,LD,,1,LTEN,21,,,,0000,,2025-11-09,A0000089-EC003501-ENGL-1A-LTEN-21
A0000089,EC003501,Palomar College,ART,2,Drawing I,SP12,4570,0.75,B,LD,,1,VIS,60,,,,0000,,2025-11-09,A0000089-EC003501-ART-2-VIS-60
A0000089,EC003501,Palomar College,MATH,1B,Calculus II,SP15,4660,1,B,LD,,1,MATH,20B,,,,0000,,2025-11-09,A0000089-EC003501-MATH-1B-MATH-20B
A0000089,EC003501,Palomar College,PHIL,10,Introduction to Logic,FA12,4550,1,B+,LD,,1,PHIL,10,,,,0000,,2025-11-09,A0000089-EC003501-PHIL-10-PHIL-10
A0000090,EC004692,Santa Rosa Jr Coll,PHIL,10,Introduction to Logic,FA15,4670,1,B,LD,,1,PHIL,10,,,,0000,,2025-12-18,A0000090-EC004692-PHIL-10-PHIL-10
A0000091,EC005044,Mesa College,MATH,2A,Linear Algebra,FA14,4650,1,C-,LD,,1,MATH,18,,,,0000,,2025-11-29,A0000091-EC005044-MATH-2A-MATH-18
A0000092,EC010777,City College of San Francisco,ART,2,Drawing I,WI14,4630,0.75,C-,LD,,1,VIS,60,,,,0000,,2025-11-10,A0000092-EC010777-ART-2-VIS-60
A0000092,EC010777,City College of San Francisco,CIS,18A,Intro Programming,FA11,4550,1,C-,LD,,1,CSE,11,,,,0000,,2025-11-10,A0000092-EC010777-CIS-18A-CSE-11
A0000093,EC002118,De Anza College,ENGL,1A,College Composition,WI13,4600,1,A-,LD,,1,LTEN,21,,,,0000,,2026-01-17,A0000093-EC002118-ENGL-1A-LTEN-21
A0000094,EC008115,Grossmont College,MATH,2A,Linear Algebra,FA11,4550,1,B,LD,,1,MATH,18,,,,0000,,2025-12-10,A0000094-EC008115-MATH-2A-MATH-18
A0000094,EC008115,Grossmont College,MATH,1B,Calculus II,FA13,4620,1,B-,LD,,1,MATH,20B,,,,0000,,2025-12-10,A0000094-EC008115-MATH-1B-MATH-20B
A0000095,EC008115,Grossmont College,ART,2,Drawing I,WI12,4560,0.75,C,LD,,1,VIS,60,,,,0000,,2025-10-23,A0000095-EC008115-ART-2-VIS-60
A0000095,EC008115,Grossmont College,PHIL,10,Introduction to Logic,WI13,4600,1,B,LD,,1,PHIL,10,,,,0000,,2025-10-23,A0000095-EC008115-PHIL-10-PHIL-10
A0000096,EC008115,Grossmont College,MATH,1B,Calculus II,FA14,4650,1,B+,LD,,1,MATH,20B,,,,0000,,2026-01-05,A0000096-EC008115-MATH-1B-MATH-20B
A0000096,EC008115,Grossmont College,PSYC,1,Introductory Psychology,FA12,4550,1,B+,LD,,1,PSYC,1,,,,0000,,2026-01-05,A0000096-EC008115-PSYC-1-PSYC-1
A0000096,EC008115,Grossmont College,HIST,17A,US History to 1877,FA11,4550,1,B-,LD,,1,HIST,101,,,,0000,,2026-01-05,A0000096-EC008115-HIST-17A-HIST-101
A0000096,EC008115,Grossmont College,PHYS,4B,Physics: E&M,WI14,4630,1,B,LD,,1,PHYS,2B,,,,0000,,2026-01-05,A0000096-EC008115-PHYS-4B-PHYS-2B
A0000097,EC002118,De Anza College,HIST,17A,US History to 1877,S112,4580,1,B+,LD,,1,HIST,101,,,,0000,,2025-11-17,A0000097-EC002118-HIST-17A-HIST-101
A0000097,EC002118,De Anza College,CIS,22B,Data Structures,FA13,4620,1,B-,LD,,1,CSE,12,,,,0000,,2025-11-17,A0000097-EC002118-CIS-22B-CSE-12
A0000097,EC002118,De Anza College,STAT,50,Intro Statistics,WI14,4630,1,B+,LD,,1,MATH,11,,,,0000,,2025-11-17,A0000097-EC002118-STAT-50-MATH-11
A0000097,EC002118,De Anza College,PSYC,1,Introductory Psychology,FA11,4550,1,A,LD,,1,PSYC,1,,,,0000,,2025-11-17,A0000097-EC002118-PSYC-1-PSYC-1
A0000097,EC002118,De Anza College,SOC,1,Introduction to Sociology,WI13,4600,1,A-,LD,,1,SOCI,1,,,,0000,,2025-11-17,A0000097-EC002118-SOC-1-SOCI-1
A0000098,EC010777,City College of San Francisco,PHIL,10,Introduction to Logic,WI12,4560,1,B+,LD,,1,PHIL,10,,,,0000,,2025-11-07,A0000098-EC010777-PHIL-10-PHIL-10
A0000098,EC010777,City College of San Francisco,BIOL,10,General Biology,WI12,4560,1,C,LD,,1,BILD,1,,,,0000,,2025-11-07,A0000098-EC010777-BIOL-10-BILD-1
A0000099,EC008115,Grossmont College,CHEM,1A,General Chemistry I,SP15,4660,1,B,LD,,1,CHEM,6A,,,,0000,,2026-01-12,A0000099-EC008115-CHEM-1A-CHEM-6A
A0000099,EC008115,Grossmont College,HIST,17A,US History to 1877,FA12,4550,1,A-,LD,,1,HIST,101,,,,0000,,2026-01-12,A0000099-EC008115-HIST-17A-HIST-101
A0000099,EC008115,Grossmont College,PHIL,10,Introduction to Logic,FA14,4650,1,B-,LD,,1,PHIL,10,,,,0000,,2026-01-12,A0000099-EC008115-PHIL-10-PHIL-10
